symbol,name,sector,industry,market_cap
USAT,"Cantaloupe, Inc.",Information Technology,IT Services,Small Cap
USAU,U.S. Gold Corp.,Materials,Metals & Mining,Small Cap
USFD,US Foods Holding Corp.,Consumer Staples,Food & Staples Retailing,Large Cap
USLM,"United States Lime & Minerals, Inc.",Materials,Construction Materials,Mid Cap
USNA,"USANA Health Sciences, Inc.",Consumer Staples,Household Products,Small Cap
USPH,"U.S. Physical Therapy, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
UTHR,United Therapeutics Corporation,Health Care,Biotechnology,Large Cap
UTI,"Universal Technical Institute, Inc.",Consumer Staples,Household Products,Small Cap
UTZ,"Utz Brands, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
UUUU,Energy Fuels Inc,Materials,Metals & Mining,Mid Cap
UVV,Universal Corporation,Consumer Staples,Tobacco,Small Cap
UZD,"Array Digital Infrastructure, Inc. 6.250% Senior Notes due 2069",Communication Services,Diversified Telecommunication Services,Small Cap
UZE,"Array Digital Infrastructure, Inc. 5.500% Senior Notes due 2070",Communication Services,Diversified Telecommunication Services,Small Cap
UZF,United States Cellular Corporation 5.500% Senior Notes due 2070,Communication Services,Diversified Telecommunication Services,Small Cap
VAC,Marriott Vacations Worldwide Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
VC,Visteon Corporation,Consumer Discretionary,Auto Components,Mid Cap
VCEL,Vericel Corporation,Health Care,Biotechnology,Small Cap
VCYT,"Veracyte, Inc.",Health Care,Biotechnology,Mid Cap
VECO,Veeco Instruments Inc.,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
VEEV,Veeva Systems Inc Class A,Health Care,Health Care Providers & Services,Large Cap
VEI,Vine Energy Inc.,Energy,"Oil, Gas & Consumable Fuels",Small Cap
VERA,"Vera Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
VERX,"Vertex, Inc.",Information Technology,Software,Mid Cap
VFC,V.F. Corporation,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
VGZ,Vista Gold Corp.,Materials,Metals & Mining,Small Cap
VHI,"Valhi, Inc.",Materials,Chemicals,Small Cap
VIAV,Viavi Solutions Inc,Information Technology,Communications Equipment,Mid Cap
VICR,Vicor Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology,Small Cap
VISN,Vistance Networks Inc. Common Stock,Information Technology,Communications Equipment,Mid Cap
VITL,"Vital Farms, Inc.",Consumer Staples,Household Products,Small Cap
VKTX,"Viking Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
VLGEA,"Village Super Market, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
VLO,Valero Energy Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
VLTO,Veralto Corp Common Stock ,Industrials,,Large Cap
VMC,Vulcan Materials Company,Materials,Construction Materials,Large Cap
VMD,"Viemed Healthcare, Inc.",Health Care,Health Care Technology,Small Cap
VMI,"Valmont Industries, Inc.",Industrials,Building Products,Mid Cap
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Biotechnology,Small Cap
VNOM,Viper Energy Partners LP,Energy,"Oil, Gas & Consumable Fuels",Large Cap
VNT,Vontier Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
VOR,Vor Biopharma Inc.,Health Care,Biotechnology,Small Cap
VOYG,Voyager Technologies Inc. Class A Common Stock,Industrials,Aerospace & Defense,Small Cap
VPG,"Vishay Precision Group, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
VRDN,"Viridian Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
VREX,Varex Imaging Corporation,Health Care,Health Care Technology,Small Cap
VRNS,"Varonis Systems, Inc.",Information Technology,Software,Mid Cap
VRRM,Verra Mobility Corporation,Industrials,Professional Services,Mid Cap
VRSK,"Verisk Analytics, Inc.",Industrials,Professional Services,Large Cap
VRSN,"VeriSign, Inc.",Information Technology,Software,Large Cap
VRT,Vertiv Holdings Co,Industrials,Electrical Equipment,Large Cap
VRTX,Vertex Pharmaceuticals Incorporated,Health Care,Biotechnology,Large Cap
VSAT,"Viasat, Inc.",Information Technology,Communications Equipment,Mid Cap
VSCO,Victorias Secret & Co. Common Stock ,Consumer Discretionary,Specialty Retail,Mid Cap
VSEC,VSE Corporation,Industrials,Aerospace & Defense,Mid Cap
VSH,"Vishay Intertechnology, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
VSNT,Versant Media Group Inc. Class A Common Stock ,Communication Services,Media,Mid Cap
VSTM,"Verastem, Inc.",Information Technology,Software,Small Cap
VSTS,Vestis Corporation Common Stock,Industrials,Commercial Services & Supplies,Small Cap
VSXY,Victorias Secret & Co. Common Stock ,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
VTOL,Bristow Group Inc.,Energy,Energy Equipment & Services,Small Cap
VTRS,"Viatris, Inc.",Health Care,Pharmaceuticals,Large Cap
VTS,Vitesse Energy Inc. Common Stock,Energy,"Oil, Gas & Consumable Fuels",Small Cap
VVV,Valvoline Inc.,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
VVX,V2X Inc. Common Stock,Information Technology,,Mid Cap
VYGR,"Voyager Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
VYX,NCR Voyix Corporation,Information Technology,IT Services,Small Cap
VZ,Verizon Communications Inc.,Communication Services,Diversified Telecommunication Services,Mega Cap
W,Wayfair Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,Mid Cap
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Road & Rail,Large Cap
WAT,Waters Corporation,Health Care,Biotechnology,Large Cap
WAY,Waystar Holding Corp. Common Stock,Health Care,Health Care Technology,Mid Cap
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,Communication Services,Entertainment,Large Cap
WBTN,WEBTOON Entertainment Inc. Common stock,Communication Services,Interactive Media & Services,Small Cap
WCC,"WESCO International, Inc.",Industrials,Trading Companies & Distributors,Large Cap
WDAY,"Workday, Inc. Class A",Information Technology,Software,Large Cap
WDC,Western Digital Corporation,Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap
WDFC,WD-40 Company,Materials,Chemicals,Mid Cap
WEAV,Weave Communications Inc. Common Stock,Information Technology,Software,Small Cap
WEN,Wendy's Company,Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
WERN,"Werner Enterprises, Inc.",Industrials,Transportation Infrastructure,Mid Cap
WES,"Western Midstream Partners, LP",Energy,"Oil, Gas & Consumable Fuels",Large Cap
WEST,Westrock Coffee Company Common Stock,Consumer Staples,Food & Staples Retailing,Small Cap
WEX,WEX Inc.,Information Technology,Software,Mid Cap
WFRD,Weatherford International plc Ordinary Shares,Energy,Energy Equipment & Services,Mid Cap
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,Automobiles,Small Cap
WGS,GeneDx Holdings Corp. Class A Common Stock,Information Technology,Software,Mid Cap
WH,"Wyndham Hotels & Resorts, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
WHD,"Cactus, Inc. Class A",Energy,Energy Equipment & Services,Mid Cap
WHR,Whirlpool Corporation,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
WIFI,"Boingo Wireless, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
WINA,Winmark Corporation,Consumer Discretionary,Specialty Retail,Small Cap
WING,Wingstop Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
WK,Workiva Inc.,Information Technology,Software,Mid Cap
WKC,World Kinect Corporation,Energy,"Oil, Gas & Consumable Fuels",Small Cap
WLDN,"Willdan Group, Inc.",Industrials,Construction & Engineering,Small Cap
WLFC,Willis Lease Finance Corporation,Industrials,Commercial Services & Supplies,Small Cap
WLK,Westlake Corporation,Materials,Chemicals,Large Cap
WLKP,Westlake Chemical Partners LP,Materials,Chemicals,Small Cap
WLY,John Wiley & Sons Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
WLYB,John Wiley & Sons Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
WM,"Waste Management, Inc.",Industrials,Transportation Infrastructure,Large Cap
WMB,"The Williams Companies, Inc.",Energy,"Oil, Gas & Consumable Fuels",Large Cap
WMG,Warner Music Group Corp. Class A,Communication Services,Entertainment,Large Cap
WMK,"Weis Markets, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
WMS,"Advanced Drainage Systems, Inc.",Industrials,Building Products,Large Cap
WMT,Walmart Inc.,Consumer Staples,Household Products,Mega Cap
WNC,Wabash National Corporation,Industrials,Machinery,Small Cap
WOLF,Wolfspeed Inc. Common Stock,Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
WOOF,"Petco Health and Wellness Company, Inc.",Consumer Discretionary,Specialty Retail,Small Cap
WOR,"Worthington Industries, Inc.",Industrials,Building Products,Mid Cap
WRBY,Warby Parker Inc. Class A Common Stock,Health Care,Health Care Equipment & Supplies,Mid Cap
WS,Worthington Steel Inc.,Materials,Metals & Mining,Mid Cap
WSC,WillScot Mobile Mini Holdings Corp.,Industrials,Commercial Services & Supplies,Mid Cap
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Specialty Retail,Large Cap
WSO,"Watsco, Inc.",Industrials,Trading Companies & Distributors,Large Cap
WST,"West Pharmaceutical Services, Inc.",Health Care,Health Care Equipment & Supplies,Large Cap
WTI,"W&T Offshore, Inc.",Energy,"Oil, Gas & Consumable Fuels",Small Cap
WTS,"Watts Water Technologies, Inc. Class A",Industrials,Machinery,Large Cap
WTTR,"Select Energy Services, Inc.",Energy,Energy Equipment & Services,Small Cap
WWD,"Woodward, Inc.",Industrials,Aerospace & Defense,Large Cap
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
WY,Weyerhaeuser Company,Consumer Discretionary,Specialty Retail,Large Cap
WYNN,"Wynn Resorts, Limited",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
XE,X-Energy Inc. Class A Common Stock,Industrials,Machinery,Small Cap
XENT,"Intersect ENT, Inc.",Health Care,Health Care Technology,Small Cap
XERS,"Xeris Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
XFOR,"X4 Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
XLNX,"Xilinx, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
XLRN,Acceleron Pharma Inc.,Health Care,Biotechnology,Mid Cap
XMAX,XMAX Inc. Common Stock,Consumer Discretionary,Household Durables,Small Cap
XMTR,Xometry Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
XNCR,"Xencor, Inc.",Health Care,Biotechnology,Small Cap
XOG,"Extraction Oil & Gas, Inc.",Energy,"Oil, Gas & Consumable Fuels",Small Cap
XOM,Exxon Mobil Corporation,Energy,"Oil, Gas & Consumable Fuels",Mega Cap
XOMA,XOMA Corporation,Health Care,Biotechnology,Small Cap
XOMAO,XOMA Corporation,Health Care,Biotechnology,Small Cap
XOMAP,XOMA Corporation,Health Care,Biotechnology,Small Cap
XPEL,"XPEL, Inc.",Consumer Discretionary,Auto Components,Small Cap
XPO,"XPO, Inc.",Industrials,Air Freight & Logistics,Large Cap
XPRO,Expro Group Holdings N.V. Common Stock,Energy,Energy Equipment & Services,Mid Cap
XRAY,DENTSPLY SIRONA Inc.,Health Care,Health Care Equipment & Supplies,Mid Cap
XRPC,Canary XRP ETF,,,Small Cap
XRX,Xerox Holdings Corporation,Information Technology,IT Services,Small Cap
XYL,Xylem Inc.,Industrials,Machinery,Large Cap
XYZ,Block Inc. Class A Common Stock,Information Technology,Software,Large Cap
YDES,YD Bio Limited Ordinary Shares,Health Care,Biotechnology,Small Cap
YELP,Yelp Inc.,Communication Services,Diversified Telecommunication Services,Small Cap
YETI,"YETI Holdings, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
YEXT,"Yext, Inc.",Information Technology,Software,Small Cap
YOU,Clear Secure Inc. Class A Common Stock,Information Technology,Software,Mid Cap
YSS,York Space Systems Inc. Common Stock,Industrials,Aerospace & Defense,Mid Cap
YSWY,Yesway Inc. Class A Common Stock,Consumer Staples,Food & Staples Retailing,Small Cap
YUM,"Yum! Brands, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
YUMC,"China Holdings, Inc.",Health Care,Biotechnology,Large Cap
Z,"Zillow Group, Inc.",Communication Services,Diversified Telecommunication Services,Large Cap
ZBH,"Zimmer Biomet Holdings, Inc.",Health Care,Health Care Technology,Large Cap
ZBIO,Zenas BioPharma Inc. Common Stock,Health Care,Biotechnology,Small Cap
ZBRA,Zebra Technologies Corporation Class A,Information Technology,Communications Equipment,Large Cap
ZD,Ziff Davis Inc. Common Stock,Communication Services,Diversified Telecommunication Services,Small Cap
ZG,"Zillow Group, Inc.",Communication Services,Diversified Telecommunication Services,Large Cap
ZGNX,"Zogenix, Inc.",Health Care,Biotechnology,Small Cap
ZIOP,"ZIOPHARM Oncology, Inc.",Health Care,Biotechnology,Small Cap
ZIXI,Zix Corporation,Information Technology,Software,Small Cap
ZM,"Zoom Video Communications, Inc.",Communication Services,Diversified Telecommunication Services,Large Cap
ZNGA,Zynga Inc.,Communication Services,Interactive Media & Services,Large Cap
ZS,"Zscaler, Inc.",Information Technology,Software,Large Cap
ZSQR,Z Squared Inc. Common Stock,Health Care,Biotechnology,Small Cap
ZUMZ,Zumiez Inc.,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
ZVRA,Zevra Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
ZWS,Zurn Elkay Water Solutions Corporation Common Stock,Industrials,Transportation Infrastructure,Mid Cap
