symbol,name,sector,industry,market_cap
CCCC,"C4 Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
CCK,"Crown Holdings, Inc.",Consumer Discretionary,Distributors,Large Cap
CCL,Carnival Corporation & plc,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
CCLDP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,Health Care,Health Care Providers & Services,Small Cap
CCLP,CSI Compressco LP,Energy,Energy Equipment & Services,Small Cap
CCMP,"CMC Materials, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
CCO,"Clear Channel Outdoor Holdings, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
CCOI,"Cogent Communications Holdings, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
CCS,"Century Communities, Inc.",Industrials,Construction & Engineering,Small Cap
CCSI,Consensus Cloud Solutions Inc. Common Stock,Information Technology,Software,Small Cap
CDAK,"Codiak BioSciences, Inc.",Health Care,Biotechnology,Small Cap
CDE,"Coeur Mining, Inc.",Materials,Metals & Mining,Large Cap
CDK,"CDK Global, Inc.",Information Technology,Software,Mid Cap
CDNA,"CareDx, Inc.",Health Care,Biotechnology,Small Cap
CDNL,Cardinal Infrastructure Group Inc. Class A Common Stock,Industrials,Construction & Engineering,Small Cap
CDNS,"Cadence Design Systems, Inc.",Information Technology,Software,Large Cap
CDRE,Cadre Holdings Inc. Common Stock,Industrials,Aerospace & Defense,Small Cap
CDW,CDW Corporation,Information Technology,IT Services,Large Cap
CE,Celanese Corporation,Materials,Chemicals,Mid Cap
CECO,CECO Environmental Corp. Common Stock,Industrials,,Mid Cap
CELC,Celcuity Inc.,Health Care,Biotechnology,Mid Cap
CELH,"Celsius Holdings, Inc.",Consumer Staples,Beverages,Large Cap
CENT,Central Garden & Pet Company,Consumer Staples,Food & Staples Retailing,Mid Cap
CENTA,Central Garden & Pet Company,Consumer Staples,Food & Staples Retailing,Mid Cap
CENX,Century Aluminum Company,Materials,Metals & Mining,Mid Cap
CEPL,Capstone Energy Plus Inc. Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
CEREW,"Cerevel Therapeutics Holdings, Inc.",Health Care,Biotechnology,Mid Cap
CERN,Cerner Corporation,Health Care,Health Care Providers & Services,Large Cap
CERS,Cerus Corporation,Health Care,,Small Cap
CERT,"Certara, Inc.",Health Care,Biotechnology,Small Cap
CEVA,"CEVA, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
CF,"CF Industries Holdings, Inc.",Industrials,Construction & Engineering,Large Cap
CFXA,Colfax Corporation,Industrials,Machinery,Mid Cap
CGEM,"Cullinan Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
CGNX,Cognex Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
CGON,CG Oncology Inc. Common stock,Health Care,Biotechnology,Mid Cap
CHD,"Church & Dwight Co., Inc.",Consumer Staples,Household Products,Large Cap
CHDN,"Churchill Downs, Incorporated",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
CHE,Chemed Corporation,Health Care,Health Care Equipment & Supplies,Mid Cap
CHEF,"The Chefs' Warehouse, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
CHH,"Choice Hotels International, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
CHRD,Chord Energy Corporation Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,Air Freight & Logistics,Large Cap
CHSCL,CHS Inc.,Consumer Staples,Household Products,Small Cap
CHSCM,CHS Inc.,Consumer Staples,Household Products,Small Cap
CHSCN,CHS Inc.,Consumer Staples,Household Products,Small Cap
CHSCO,CHS Inc.,Consumer Staples,Household Products,Small Cap
CHSCP,CHS Inc.,Consumer Staples,Household Products,Small Cap
CHTR,"Charter Communications, Inc. Class A",Communication Services,Entertainment,Large Cap
CHTRP,Charter Communications Inc. Series A Cumulative Redeemable Preferred Stock,Communication Services,Entertainment,Mid Cap
CHWY,"Chewy, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,Large Cap
CI,Cigna Corporation,Health Care,Health Care Providers & Services,Large Cap
CIEN,Ciena Corporation,Information Technology,Communications Equipment,Large Cap
CL,Colgate-Palmolive Company,Consumer Staples,Household Products,Large Cap
CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
CLF,Cleveland-Cliffs Inc,Materials,Metals & Mining,Mid Cap
CLFD,"Clearfield, Inc.",Information Technology,Communications Equipment,Small Cap
CLGX,"CoreLogic, Inc.",Information Technology,IT Services,Mid Cap
CLH,"Clean Harbors, Inc.",Industrials,Transportation Infrastructure,Large Cap
CLMB,Climb Global Solutions Inc. Common Stock,Information Technology,Software,Small Cap
CLMT,"Calumet Specialty Products Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CLNE,Clean Energy Fuels Corp.,Energy,"Oil, Gas & Consumable Fuels",Small Cap
CLOV,"Clover Health Investments, Corp.",Health Care,Health Care Providers & Services,Small Cap
CLOVW,"Clover Health Investments, Corp.",Health Care,Health Care Providers & Services,Mid Cap
CLPT,"ClearPoint Neuro, Inc.",Health Care,Health Care Technology,Small Cap
CLSK,"CleanSpark, Inc.",Information Technology,Software,Mid Cap
CLX,The Clorox Company,Consumer Staples,Household Products,Large Cap
CLYM,Climb Bio Inc. Common Stock,Health Care,Biotechnology,Small Cap
CMC,Commercial Metals Company,Materials,Metals & Mining,Mid Cap
CMCO,Columbus McKinnon Corporation,Industrials,Machinery,Small Cap
CMCSA,Comcast Corporation,Communication Services,Entertainment,Large Cap
CMD,Cantel Medical Corp.,Health Care,Health Care Equipment & Supplies,Mid Cap
CMG,"Chipotle Mexican Grill, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
CMI,Cummins Inc.,Industrials,Machinery,Large Cap
CMP,"Compass Minerals International, Inc.",Materials,Metals & Mining,Small Cap
CMPOW,CompoSecure Inc. Warrant,Energy,Energy Equipment & Services,Small Cap
CNC,Centene Corporation,Health Care,Health Care Providers & Services,Large Cap
CNK,"Cinemark Holdings, Inc.",Communication Services,Entertainment,Mid Cap
CNM,Core & Main Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
CNMD,CONMED Corporation,Health Care,Health Care Technology,Small Cap
CNNE,"Cannae Holdings, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
CNST,"Constellation Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
CNX,CNX Resources Corporation,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CNXC,Concentrix Corporation,Information Technology,IT Services,Mid Cap
CNXN,"PC Connection, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
CNXU,Conexeu Sciences Inc. Common Stock,Materials,Chemicals,Small Cap
COCO,The Vita Coco Company Inc. Common Stock,Consumer Staples,Beverages,Mid Cap
CODI,Compass Diversified,Industrials,Industrial Conglomerates,Small Cap
COGT,"Cogent Biosciences, Inc.",Health Care,Biotechnology,Mid Cap
COHR,"Coherent, Inc.",Information Technology,"Electronic Equipment, Instruments & Components",Large Cap
COHU,"Cohu, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
COIN,"Coinbase Global, Inc. Class A",Information Technology,Software,Large Cap
COKE,"Coca-Cola Consolidated, Inc.",Consumer Staples,Beverages,Large Cap
COLB,"Columbia Banking System, Inc.",Information Technology,Software,Mid Cap
COLL,"Collegium Pharmaceutical, Inc.",Health Care,Pharmaceuticals,Small Cap
COLM,Columbia Sportswear Company,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
COMP,"Compass, Inc.",Information Technology,Software,Mid Cap
CON,Concentra Group Holdings Parent Inc. Common Stock,Health Care,Biotechnology,Mid Cap
COO,"The Cooper Companies, Inc.",Health Care,Health Care Equipment & Supplies,Large Cap
COP,ConocoPhillips,Energy,"Oil, Gas & Consumable Fuels",Large Cap
CORE,"Core-Mark Holding Company, Inc.",Consumer Staples,Food & Staples Retailing,Mid Cap
CORT,Corcept Therapeutics Incorporated,Health Care,Biotechnology,Mid Cap
CORZ,Core Scientific Inc. Common Stock,Information Technology,,Mid Cap
CORZW,Core Scientific Inc. Tranche 1 Warrants,,,Mid Cap
CORZZ,Core Scientific Inc. Tranche 2 Warrants,,,Mid Cap
COST,Costco Wholesale Corporation,Consumer Staples,Household Products,Mega Cap
COTY,Coty Inc.,Consumer Staples,Household Products,Mid Cap
COUR,"Coursera, Inc.",Consumer Staples,Household Products,Small Cap
CPAY,Corpay Inc. Common Stock,Information Technology,Software,Large Cap
CPB,Campbell Soup Company,Consumer Staples,Food & Staples Retailing,Mid Cap
CPRT,"Copart, Inc.",Industrials,Professional Services,Large Cap
CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Biotechnology,Mid Cap
CPS,Cooper-Standard Holdings Inc.,Consumer Discretionary,Auto Components,Small Cap
CQP,"Cheniere Energy Partners, L.P.",Energy,"Oil, Gas & Consumable Fuels",Large Cap
CR,Crane Co.,Industrials,Machinery,Large Cap
CRAI,"CRA International, Inc.",Industrials,Professional Services,Small Cap
CRC,CALIFORNIA RESOURCES CORP,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CRCT,"Cricut, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Small Cap
CRDO,Credo Technology Group Holding Ltd Ordinary Shares,Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
CRGY,Crescent Energy Company Class A Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CRH,CRH plc,Consumer Discretionary,Specialty Retail,Large Cap
CRHM,CRH Medical Corp,Consumer Discretionary,Specialty Retail,Large Cap
CRI,"Carter's, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
CRK,"Comstock Resources, Inc.",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CRL,"Charles River Laboratories International, Inc.",Health Care,Biotechnology,Mid Cap
CRM,"Salesforce, Inc.",Information Technology,Software,Large Cap
CRMD,CorMedix Inc.,Health Care,Biotechnology,Small Cap
CRNC,Cerence Inc.,Information Technology,Software,Small Cap
CRNX,Crinetics Pharmaceuticals Inc,Health Care,Biotechnology,Mid Cap
CROX,"Crocs, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Mid Cap
CRS,Carpenter Technology Corporation,Industrials,Building Products,Large Cap
CRSR,"Corsair Gaming, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Small Cap
CRTX,"Cortexyme, Inc.",Health Care,Biotechnology,Small Cap
CRUS,"Cirrus Logic, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
CRVS,"Corvus Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
CRWD,"CrowdStrike Holdings, Inc. Class A",Information Technology,Software,Large Cap
CRWV,CoreWeave Inc. Class A Common Stock,Information Technology,Software,Large Cap
CSCO,"Cisco Systems, Inc.",Information Technology,Communications Equipment,Mega Cap
CSL,Carlisle Companies Incorporated,Industrials,Building Products,Large Cap
CSTL,"Castle Biosciences, Inc.",Health Care,Biotechnology,Small Cap
CSV,"Carriage Services, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
CSW,CSW Industrials Inc. Common Stock,Consumer Discretionary,Household Durables,Mid Cap
CSX,CSX Corporation,Industrials,Road & Rail,Large Cap
CTAS,Cintas Corporation,Industrials,Professional Services,Large Cap
CTB,Cooper Tire & Rubber Company,Consumer Discretionary,Auto Components,Mid Cap
CTKB,Cytek Biosciences Inc. Common Stock,Health Care,Health Care Technology,Small Cap
CTLP,"Cantaloupe, Inc.",Information Technology,IT Services,Small Cap
CTMX,"CytomX Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
CTNM,Contineum Therapeutics Inc. Class A Common Stock,Health Care,Biotechnology,Small Cap
CTRI,Centuri Holdings Inc. Common Stock,Industrials,,Mid Cap
CTRN,"Citi Trends, Inc.",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
CTS,CTS Corporation,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
CTSH,Cognizant Technology Solutions Corporation Class A,Information Technology,IT Services,Large Cap
CTVA,Corteva Inc,Materials,Construction Materials,Large Cap
CTXRW,"Citius Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
CVCO,"Cavco Industries, Inc.",Industrials,Construction & Engineering,Mid Cap
CVEO,Civeo Corporation,Industrials,Professional Services,Small Cap
CVGW,"Calavo Growers, Inc.",Consumer Staples,Food & Staples Retailing,Small Cap
CVI,"CVR Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
CVLG,"Covenant Logistics Group, Inc.",Industrials,Transportation Infrastructure,Small Cap
CVLT,"Commvault Systems, Inc.",Information Technology,Software,Mid Cap
CVNA,Carvana Co.,Consumer Discretionary,Internet & Direct Marketing Retail,Large Cap
CVS,CVS Health Corporation,Health Care,Health Care Providers & Services,Large Cap
CVSA,Covista Inc. Common Shares,Consumer Staples,Household Products,Mid Cap
CVX,Chevron Corporation,Energy,"Oil, Gas & Consumable Fuels",Mega Cap
CW,Curtiss-Wright Corporation,Industrials,Machinery,Large Cap
CWAN,Clearwater Analytics Holdings Inc. Class A Common Stock,Information Technology,Software,Mid Cap
CWH,"Camping World Holdings, Inc. Class A",Consumer Discretionary,Automobiles,Small Cap
CWST,"Casella Waste Systems, Inc.",Industrials,Transportation Infrastructure,Mid Cap
CXM,Sprinklr Inc. Class A Common Stock,Information Technology,Software,Small Cap
CXT,Crane NXT Co. Common Stock,Industrials,Machinery,Mid Cap
CYH,"Community Health Systems, Inc.",Health Care,Health Care Equipment & Supplies,Small Cap
CYRX,"Cryoport, Inc.",Industrials,Air Freight & Logistics,Small Cap
CYTK,"Cytokinetics, Incorporated",Health Care,Biotechnology,Mid Cap
CZR,"Caesars Entertainment, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
DAKT,"Daktronics, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Small Cap
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,Large Cap
DAN,Dana Incorporated,Consumer Discretionary,Auto Components,Mid Cap
DAR,Darling Ingredients Inc.,Consumer Staples,Food & Staples Retailing,Mid Cap
DASH,"DoorDash, Inc.",Communication Services,Diversified Telecommunication Services,Large Cap
DAVE,Dave Inc. Class A Common Stock,Information Technology,Software,Mid Cap
DBD,"Diebold Nixdorf, Incorporated",Information Technology,Software,Mid Cap
DBI,Designer Brands Inc. Class A,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Small Cap
DBX,"Dropbox, Inc.",Information Technology,Software,Mid Cap
DC,Dakota Gold Corp. Common Stock,Materials,Metals & Mining,Small Cap
DCH,Dauch Corporation Common Stock,Consumer Discretionary,Auto Components,Small Cap
DCI,"Donaldson Company, Inc.",Industrials,Machinery,Large Cap
DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,Small Cap
DCTH,"Delcath Systems, Inc.",Health Care,Health Care Technology,Small Cap
DD,"DuPont de Nemours, Inc.",Materials,Chemicals,Large Cap
DDOG,"Datadog, Inc. Class A",Information Technology,Software,Large Cap
DDS,"Dillard's, Inc.",Consumer Discretionary,Household Durables,Mid Cap
DE,Deere & Company,Industrials,Machinery,Large Cap
DECK,Deckers Outdoor Corporation,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Large Cap
DELL,Dell Technologies Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",Large Cap
DFH,"Dream Finders Homes, Inc.",Industrials,Construction & Engineering,Small Cap
DFTX,Definium Therapeutics Inc. Common Shares,Health Care,Biotechnology,Small Cap
DG,Dollar General Corporation,Consumer Staples,Household Products,Large Cap
DGII,Digi International Inc.,Information Technology,Communications Equipment,Small Cap
DGX,Quest Diagnostics Incorporated,Health Care,Biotechnology,Large Cap
DHI,"D.R. Horton, Inc.",Industrials,Construction & Engineering,Large Cap
DHR,Danaher Corporation,Health Care,Biotechnology,Large Cap
DICE,DICE Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap
DIN,"Dine Brands Global, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Small Cap
DINO,HF Sinclair Corporation Common Stock,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
DIOD,Diodes Incorporated,Information Technology,Semiconductors & Semiconductor Equipment,Mid Cap
DIS,Walt Disney Company,Communication Services,Entertainment,Large Cap
DISCB,"Discovery, Inc.",Communication Services,Entertainment,Large Cap
DISCK,"Discovery, Inc.",Communication Services,Entertainment,Large Cap
DJCO,Daily Journal Corporation,Communication Services,Diversified Telecommunication Services,Small Cap
DJT,Trump Media & Technology Group Corp. Common Stock,Communication Services,Diversified Telecommunication Services,Mid Cap
DJTWW,Trump Media & Technology Group Corp. Warrants,Communication Services,Diversified Telecommunication Services,Small Cap
DK,Delek US Holdings Inc,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
DKL,"Delek Logistics Partners, LP",Energy,"Oil, Gas & Consumable Fuels",Mid Cap
DKNG,DraftKings Inc.,Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
DKS,"Dick's Sporting Goods, Inc.",Consumer Discretionary,Specialty Retail,Large Cap
DLB,"Dolby Laboratories, Inc. Class A",Information Technology,IT Services,Mid Cap
DLTR,"Dollar Tree, Inc.",Consumer Staples,Household Products,Large Cap
DLX,Deluxe Corporation,Communication Services,Diversified Telecommunication Services,Small Cap
DMAC,DiaMedica Therapeutics Inc.,Health Care,Biotechnology,Small Cap
DMLP,"Dorchester Minerals, L.P.",Energy,"Oil, Gas & Consumable Fuels",Small Cap
DNA,Ginkgo Bioworks Holdings Inc. Class A Common Stock,Health Care,Biotechnology,Small Cap
DNLI,Denali Therapeutics Inc.,Health Care,Biotechnology,Mid Cap
DNOW,Dnow Inc.,Energy,Energy Equipment & Services,Small Cap
DNTH,Dianthus Therapeutics Inc. Common Stock,Health Care,Biotechnology,Mid Cap
DNUT,Krispy Kreme Inc. Common Stock,Consumer Staples,Food & Staples Retailing,Small Cap
DOCN,"DigitalOcean Holdings, Inc.",Information Technology,Software,Mid Cap
DOCU,"DocuSign, Inc.",Information Technology,Software,Mid Cap
DORM,"Dorman Products, Inc.",Consumer Discretionary,Auto Components,Mid Cap
DOV,Dover Corporation,Industrials,Machinery,Large Cap
DOW,Dow Inc.,Materials,Chemicals,Large Cap
DOX,Amdocs Limited,Information Technology,Software,Mid Cap
DPZ,"Domino's Pizza, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
DRI,"Darden Restaurants, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
DRVN,Driven Brands Holdings Inc.,Consumer Discretionary,Automobiles,Small Cap
DSGN,"Design Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
DSGR,Distribution Solutions Group Inc. Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
DSP,Viant Technology Inc.,Information Technology,Software,Small Cap
DSPG,"DSP Group, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Small Cap
DT,"Dynatrace, Inc.",Information Technology,Software,Large Cap
DUOL,Duolingo Inc. Class A Common Stock,Information Technology,Software,Mid Cap
DV,"DoubleVerify Holdings, Inc.",Information Technology,Software,Small Cap
DVA,DaVita Inc.,Health Care,Health Care Equipment & Supplies,Large Cap
DVLT,Datavault AI Inc. Common Stock,Information Technology,Software,Small Cap
DVN,Devon Energy Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
DXC,DXC Technology Co.,Information Technology,IT Services,Mid Cap
DXCM,"DexCom, Inc.",Health Care,Biotechnology,Large Cap
DXPE,"DXP Enterprises, Inc.",Industrials,Trading Companies & Distributors,Mid Cap
DY,"Dycom Industries, Inc.",Industrials,Construction & Engineering,Large Cap
DYN,"Dyne Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
EA,Electronic Arts Inc.,Communication Services,Interactive Media & Services,Large Cap
EAT,"Brinker International, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Mid Cap
EBAY,eBay Inc.,Consumer Discretionary,Internet & Direct Marketing Retail,Large Cap
EBF,"Ennis, Inc.",Industrials,Commercial Services & Supplies,Small Cap
EBS,Emergent BioSolutions Inc.,Health Care,Pharmaceuticals,Small Cap
ECL,Ecolab Inc.,Materials,Chemicals,Large Cap
ECVT,Ecovyst Inc. Common Stock,Materials,Chemicals,Small Cap
EEX,"Emerald Holding, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
EFOR,Everforth Inc.,Information Technology,IT Services,Small Cap
EFX,Equifax Inc.,Industrials,Professional Services,Large Cap
EGHT,"8x8, Inc.",Information Technology,Software,Small Cap
EGOV,NIC Inc.,Health Care,Biotechnology,Mid Cap
EGY,"VAALCO Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Small Cap
EHC,Encompass Health Corporation,Health Care,Health Care Equipment & Supplies,Large Cap
EIKN,Eikon Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
EL,The Estee Lauder Companies Inc.,Consumer Staples,Household Products,Large Cap
ELA,Envela Corporation,Consumer Discretionary,Specialty Retail,Small Cap
ELAN,Elanco Animal Health Incorporat,Health Care,Pharmaceuticals,Large Cap
ELF,"e.l.f. Beauty, Inc.",Consumer Staples,Household Products,Mid Cap
ELMT,The Elmet Group Co. Common Stock,Energy,Energy Equipment & Services,Small Cap
ELV,Elevance Health Inc. Common Stock,Health Care,Biotechnology,Large Cap
ELVN,Enliven Therapeutics Inc. Common Stock,Health Care,Biotechnology,Small Cap
ELYM,Eliem Therapeutics Inc Common Stock,Health Care,Biotechnology,Small Cap
EMAT,Evolution Metals & Technologies Corp. Common Stock,Materials,Metals & Mining,Mid Cap
EMBC,Embecta Corp. Common Stock,Health Care,Health Care Technology,Small Cap
EME,"EMCOR Group, Inc.",Industrials,Construction & Engineering,Large Cap
EMN,Eastman Chemical Company,Materials,Chemicals,Mid Cap
EMR,Emerson Electric Co.,Industrials,Machinery,Large Cap
ENOV,Enovis Corporation Common Stock,Industrials,Machinery,Small Cap
ENPH,"Enphase Energy, Inc.",Information Technology,"Technology Hardware, Storage & Peripherals",Mid Cap
ENR,"Energizer Holdings, Inc.",Industrials,Electrical Equipment,Small Cap
ENS,EnerSys,Industrials,Electrical Equipment,Mid Cap
ENSG,"The Ensign Group, Inc.",Health Care,Health Care Equipment & Supplies,Large Cap
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
ENTG,"Entegris, Inc.",Information Technology,Semiconductors & Semiconductor Equipment,Large Cap
ENVX,Enovix Corporation Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
EOG,"EOG Resources, Inc.",Energy,"Oil, Gas & Consumable Fuels",Large Cap
EOSE,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment,Small Cap
EOSEW,"Eos Energy Enterprises, Inc.",Industrials,Electrical Equipment,Small Cap
EPAC,Enerpac Tool Group Corp.,Industrials,Machinery,Mid Cap
EPAM,"EPAM Systems, Inc.",Information Technology,IT Services,Mid Cap
EPAY,"Bottomline Technologies (de), Inc.",Information Technology,Software,Small Cap
EPC,Edgewell Personal Care Co.,Consumer Staples,Household Products,Small Cap
EPD,Enterprise Products Partners L.P.,Energy,"Oil, Gas & Consumable Fuels",Large Cap
EPZM,"Epizyme, Inc.",Health Care,Biotechnology,Small Cap
EQPT,EquipmentShare.com Inc Common Stock,Industrials,Commercial Services & Supplies,Mid Cap
EQT,EQT Corporation,Energy,"Oil, Gas & Consumable Fuels",Large Cap
ERAS,Erasca Inc. Common Stock,Health Care,Biotechnology,Mid Cap
ERII,"Energy Recovery, Inc.",Industrials,Construction & Engineering,Small Cap
EROK,EagleRock Land LLC Class A shares representing limited liability company interests,Energy,"Oil, Gas & Consumable Fuels",Mid Cap
ESAB,ESAB Corporation Common Stock,Industrials,Machinery,Mid Cap
ESE,ESCO Technologies Inc.,Information Technology,"Electronic Equipment, Instruments & Components",Mid Cap
ESI,Element Solutions Inc,Materials,Chemicals,Mid Cap
ESPR,"Esperion Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
ESTC,Elastic N.V.,Information Technology,Software,Mid Cap
ET,Energy Transfer LP,Energy,"Oil, Gas & Consumable Fuels",Large Cap
ETD,Ethan Allen Interiors Inc. Common Stock,Consumer Discretionary,Household Durables,Small Cap
ETON,"Eton Pharmaceuticals, Inc.",Health Care,Biotechnology,Small Cap
ETSY,"Etsy, Inc.",Consumer Discretionary,Internet & Direct Marketing Retail,Mid Cap
EVCM,EverCommerce Inc. Common Stock,Information Technology,Software,Mid Cap
EVER,"EverQuote, Inc.",Communication Services,Diversified Telecommunication Services,Small Cap
EVEX,Eve Holding Inc. Common Stock,Industrials,Aerospace & Defense,Small Cap
EVGO,EVgo Inc. Class A Common Stock,Consumer Discretionary,Internet & Direct Marketing Retail,Small Cap
EVH,"Evolent Health, Inc.",Health Care,Health Care Providers & Services,Small Cap
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,Industrials,Professional Services,Small Cap
EVMN,Evommune Inc. Common Stock,Health Care,Biotechnology,Small Cap
EVTC,"EVERTEC, Inc.",Information Technology,Software,Small Cap
EW,Edwards Lifesciences Corporation,Health Care,Health Care Technology,Large Cap
EWCZ,European Wax Center Inc. Class A Common Stock,Consumer Staples,Household Products,Small Cap
EWTX,"Edgewise Therapeutics, Inc.",Health Care,Biotechnology,Mid Cap
EXE,Expand Energy Corporation Common Stock,Energy,"Oil, Gas & Consumable Fuels",Large Cap
EXEEL,Expand Energy Corporation Class C Warrants,Energy,"Oil, Gas & Consumable Fuels",Large Cap
EXEEW,Expand Energy Corporation Class A Warrants,Energy,"Oil, Gas & Consumable Fuels",Large Cap
EXEEZ,Expand Energy Corporation Class B Warrants,Energy,"Oil, Gas & Consumable Fuels",Large Cap
EXEL,"Exelixis, Inc.",Health Care,Biotechnology,Large Cap
EXLS,"ExlService Holdings, Inc.",Information Technology,IT Services,Mid Cap
EXP,Eagle Materials Inc.,Materials,Construction Materials,Mid Cap
EXPD,"Expeditors International of Washington, Inc.",Industrials,Air Freight & Logistics,Large Cap
EXPE,"Expedia Group, Inc.",Consumer Discretionary,"Hotels, Restaurants & Leisure",Large Cap
EYE,"National Vision Holdings, Inc.",Consumer Discretionary,Specialty Retail,Mid Cap
EYPT,"EyePoint, Inc.",Health Care,Biotechnology,Small Cap
F,Ford Motor Company,Consumer Discretionary,Automobiles,Large Cap
FA,First Advantage Corporation Common Stock,Industrials,Professional Services,Mid Cap
FAC,Factorial Energy Inc. Class A Common Stock,Information Technology,"Electronic Equipment, Instruments & Components",Small Cap
FANG,"Diamondback Energy, Inc.",Energy,"Oil, Gas & Consumable Fuels",Large Cap
FAST,Fastenal Company,Industrials,Trading Companies & Distributors,Large Cap
FBIN,Fortune Brands Innovations Inc. Common Stock,Consumer Discretionary,,Mid Cap
FBIOP,"Fortress Biotech, Inc.",Health Care,Biotechnology,Small Cap
FBRX,"Forte Biosciences, Inc.",Health Care,Biotechnology,Small Cap
FBYD,Falcon's Beyond Global Inc. Class A Common Stock,Industrials,Industrial Conglomerates,Small Cap
FCEL,"FuelCell Energy, Inc.",Industrials,Electrical Equipment,Small Cap
FCN,"FTI Consulting, Inc.",Industrials,Professional Services,Mid Cap
FCX,"Freeport-McMoRan, Inc.",Materials,Metals & Mining,Large Cap
FDMT,"4D Molecular Therapeutics, Inc.",Health Care,Biotechnology,Small Cap
FDX,FedEx Corporation,Industrials,Air Freight & Logistics,Large Cap
